iid;job;company;ssn;residence;current_location;blood_group;website;username;name;sex_x;address;mail;birthdate;age;sex_y;cp;trestbps;chol;fbs;restecg;thalach;exang;oldpeak;slope;ca;thal;target
629;Engineering geologist;Das, Varma and Johal;012-36-0775;"55
Shah Road, Pimpri-Chinchwad-349717";(Decimal('77.375982'), Decimal('24.263983'));AB+;['https://sem-dugar.net/', 'http://bhatti-luthra.com/', 'https://uppal.info/', 'http://borde.org/'];umang40;Advik Bali;M;"796, Dey
Mau 865139";ybhandari@gmail.com;1996-08-02;46;1;2;150;231;0;1;147;0;3.6;1;0;2;0
631;ingénieur de recherche (papiers cartons);Langlois Aubert S.A.R.L.;2,43038E+14;"13, rue Evrard
89037 Baudrynec";(Decimal('2.8526905'), Decimal('-65.904987'));B-;['http://www.jacquot.fr/', 'http://samson.net/', 'https://www.breton.org/', 'https://www.delannoy.net/'];girardnicole;Richard Lejeune;M;"7, rue Théodore Marion
58792 Jacques";mariannethomas@orange.fr;1998-12-28;48;1;1;130;245;0;0;180;0;0.2;1;0;2;1
633;Medical technical officer;Dey-Sura;390-72-5676;"51/76, Bhat
Mira-Bhayandar-793692";(Decimal('71.6125565'), Decimal('-167.229995'));A-;['https://toor.com/'];anikakaur;Bhavin Khosla;F;"61/52
Chad Ganj, Bettiah 930785";ladaniruddh@gmail.com;1993-10-02;54;1;1;108;309;0;1;156;0;0.0;2;0;3;1
634;Hydrographic surveyor;Ayala-Dean;829-72-6799;"903 Emily Courts Suite 076
Port Harold, NY 42750";(Decimal('-12.0067315'), Decimal('-24.413659'));B+;['https://powell-campbell.com/'];blakeguzman;Jennifer Mathews;F;"66996 Barbara Corner
New Stephaniefort, LA 70313";baileycasey@gmail.com;1930-03-11;48;1;1;110;229;0;1;168;0;1.0;0;0;3;0
635;Chief Operating Officer;West, Ray and Leonard;288-21-2287;"314 Veronica Estates
East Martin, UT 85339";(Decimal('19.3194725'), Decimal('56.890804'));B-;['http://dunlap-harper.info/'];butlersarah;Brian Brennan;M;"19275 Martin Lights
West Michaeltown, DE 97430";amanda32@gmail.com;1957-03-19;65;1;0;110;248;0;0;158;0;0.6;2;2;1;0
636;énergéticien;Mathieu;2,69082E+14;"74, avenue Prévost
02276 Lacroix";(Decimal('-2.898034'), Decimal('68.904327'));B+;['https://vasseur.fr/', 'http://www.hoareau.net/', 'http://www.letellier.org/', 'https://www.fernandez.fr/'];catherine66;Simone Prévost;F;"86, avenue de Pelletier
05976 Letellier";allarddorothee@wanadoo.fr;1938-03-19;50;0;1;120;244;0;1;162;0;1.1;2;0;2;1
637;Financial manager;Mcdonald and Sons;814-05-8532;"26794 Geoffrey Causeway Suite 840
Arthurport, IL 29432";(Decimal('-70.647374'), Decimal('51.669880'));A-;['http://murillo.com/', 'http://gonzalez.com/', 'https://www.stephens.com/'];yatesbrandon;Mrs. Lisa Diaz MD;F;"921 Anthony Extensions Apt. 169
New Kevin, MH 05127";mooresarah@yahoo.com;1927-12-15;59;1;2;150;212;1;1;157;0;1.6;2;0;2;1
638;staffeur-ornemaniste;Morin;2,58117E+14;"avenue Andrée Jacquot
07194 Sainte Xavier-les-Bains";(Decimal('7.1009865'), Decimal('38.051907'));B-;['http://www.coulon.com/', 'http://www.toussaint.net/', 'https://www.normand.com/'];seguinclaudine;Christine du Jacquet;F;"18, avenue de Da Silva
48160 Maillot";da-costatristan@voila.fr;1908-05-14;60;1;0;130;206;0;0;132;1;2.4;1;2;3;0
639;Accounting technician;Douglas LLC;340-72-2365;"2098 John View Apt. 635
Danielville, SC 69925";(Decimal('-77.5797185'), Decimal('-43.711717'));B+;['https://young.com/'];meredith32;Kevin Mclean;M;"39550 Jones Lodge Suite 271
Harrisside, DE 60955";tmiller@yahoo.com;1941-07-02;66;1;0;160;228;0;0;138;0;2.3;2;0;1;1
640;Psychiatric nurse;Mander Ltd;952-94-8420;"616, Dugal
Bardhaman 356569";(Decimal('34.5276705'), Decimal('-60.664534'));A+;['http://mander.com/'];wadhwadivit;Dishani Sharaf;F;"33/465, Gara Circle
Sasaram 049201";trisha49@gmail.com;1924-10-22;44;1;2;140;235;0;0;180;0;0.0;2;0;2;1
642;Heritage manager;Wagner and Sons;056-48-8509;"15090 Kylie Roads Suite 437
Andrewfort, KS 20276";(Decimal('-64.640568'), Decimal('-163.732650'));B+;['https://www.pruitt.com/', 'https://www.horne-walker.com/', 'https://www.mendez.com/'];michelemejia;Sharon Townsend;F;"12561 Hurley Avenue
East Veronica, IN 64901";msoto@hotmail.com;2021-08-31;29;1;1;130;204;0;0;202;0;0.0;2;0;2;1
643;Multimedia specialist;Dewan, Sangha and Chaudhary;810-27-4665;71/08, Saini Marg, Rohtak-081047;(Decimal('33.9199585'), Decimal('113.110636'));AB+;['http://www.bhandari.com/', 'https://www.kulkarni-soni.com/', 'http://www.dayal-dara.com/', 'https://varty.net/'];jaurora;Neelofar Babu;M;"63/230
Randhawa
Udaipur 498274";urvijha@hotmail.com;1992-01-31;57;0;1;130;236;0;0;174;0;0.0;1;1;2;0
644;professeur de mathématiques ou de physique-chimie;Masson;2,10045E+14;"688, avenue Guillou
18657 Courtois-sur-Pascal";(Decimal('7.924471'), Decimal('-158.071179'));O-;['https://thibault.fr/'];williamandre;Colette Grégoire;F;"38, rue Xavier Denis
08425 Barre";grenieranne@sfr.fr;1933-04-30;42;1;0;140;226;0;1;178;0;0.0;2;0;2;1
645;ingénieur analogicien analogicienne;Guillon S.A.R.L.;2,27102E+14;"9, chemin Zoé Pruvost
84848 Le Roux";(Decimal('-21.037653'), Decimal('-61.011591'));AB-;['https://www.guillon.fr/', 'http://mendes.com/'];perretauguste;Valentine Weber-Renard;F;"38, rue Margaud Rousset
08792 Bouvier";bertrandjeanne@ifrance.com;1977-05-18;64;1;3;170;227;0;0;155;0;0.6;1;0;3;1
646;Event organiser;Lee LLC;703-23-1763;"982 Robert Junction Suite 973
Angelafurt, AR 96509";(Decimal('-29.9138635'), Decimal('-19.856069'));AB-;['http://ballard.org/', 'http://bauer-meza.com/', 'https://torres.com/'];pattonzachary;Brenda Avery;F;"71808 Jason Via
Amandastad, AL 09457";ortizdavid@hotmail.com;1948-01-09;53;0;2;128;216;0;0;115;0;0.0;2;0;0;1
647;officier de police;Masse;2,86079E+14;"5, avenue Anastasie Paul
94496 Guillon";(Decimal('-46.310067'), Decimal('-157.375736'));A-;['https://www.cordier.com/', 'https://www.lelievre.fr/', 'http://www.raynaud.fr/', 'https://hoarau.com/'];lagarderaymond;Martine Chevallier;F;"6, boulevard Audrey Masson
98118 Lopez-sur-Lamy";gomessylvie@hotmail.fr;1946-12-17;67;0;0;106;223;0;1;142;0;0.3;2;2;2;1
648;Technical author;Bajwa and Sons;983-01-7616;308, Sachdev Marg, Ludhiana-502112;(Decimal('45.017791'), Decimal('158.560268'));AB-;['https://sodhi-swaminathan.com/'];sanisamaira;Shanaya Biswas;M;854, Varma Circle, Belgaum-819749;chhabrarania@yahoo.com;1973-07-05;63;0;2;135;252;0;0;172;0;0.0;2;0;2;1
649;Newspaper journalist;Shenoy, Issac and Aurora;357-30-8922;"664
Magar, Moradabad 318884";(Decimal('28.985287'), Decimal('175.143665'));A+;['https://www.ramakrishnan-dyal.info/', 'https://www.chaudhary.com/', 'https://www.virk.info/', 'https://www.comar-gade.net/'];lakshaychada;Ritvik Dutt;F;"83/09
Chad Chowk
Jabalpur 229065";ctara@hotmail.com;1913-08-18;67;1;0;100;299;0;0;125;1;0.9;1;2;2;0
650;solier-moquettiste;Labbé;1,60059E+14;"98, rue de Charrier
69249 Marie-sur-Mary";(Decimal('-57.6517035'), Decimal('-150.318868'));AB+;['https://merle.fr/', 'http://lemaire.fr/', 'http://www.renaud.com/', 'http://allain.fr/'];roger56;Maurice Lecomte;M;"86, rue de Blanchet
06386 Lacombedan";ipruvost@tiscali.fr;1980-06-25;52;1;1;120;325;0;1;172;0;0.2;2;0;2;1
651;matelot à la pêche;Nicolas SARL;2,17035E+14;"756, rue de Gaillard
76323 Weiss";(Decimal('80.8871255'), Decimal('106.381191'));A+;['https://www.meyer.org/', 'http://www.le.fr/', 'https://fischer.fr/'];briandlorraine;Charles Grégoire;M;"22, rue Couturier
19337 Denis-les-Bains";laurenthenri@noos.fr;1959-11-15;58;1;1;125;220;0;1;144;0;0.4;1;4;3;1
652;Planning and development surveyor;Kala Inc;795-02-9259;"H.No. 78
Chahal Marg, Bhagalpur-760197";(Decimal('-32.553210'), Decimal('-159.319760'));A-;['http://www.jain.com/', 'https://khare-chakrabarti.com/'];ryanyogi;Ahana  Mander;F;"01/14
Dugar Street
Udupi-548223";riya97@yahoo.com;2015-06-29;55;0;0;128;205;0;2;130;1;2.0;1;1;3;0
653;Database administrator;Baker-Price;507-32-6056;"6637 Rebecca Place
Fisherton, RI 23148";(Decimal('43.6052865'), Decimal('54.121008'));AB-;['http://flores-bernard.com/', 'http://little.com/', 'http://www.stanley.info/'];linda54;Cassandra Jones;F;"PSC 3959, Box 4257
APO AP 36218";ltaylor@gmail.com;1952-10-17;58;1;0;146;218;0;1;105;0;2.0;1;1;3;0
654;Corporate investment banker;Barad, Kari and Shukla;759-31-0104;"73/769
Chakraborty Nagar, Tirunelveli 996843";(Decimal('72.0346455'), Decimal('-75.151032'));A-;['https://sule.org/', 'http://choudhury.com/', 'https://www.dhawan-wali.com/'];samarthjaggi;Madhup Bal;F;16, Sawhney Road, Ambarnath-470680;sacharvidur@gmail.com;2005-04-28;59;1;3;170;288;0;0;159;0;0.2;1;0;3;0
655;Bookseller;Smith, Moreno and Castillo;188-79-8533;"7033 Bailey Rapids
Lake Toddhaven, IA 62193";(Decimal('-57.4284955'), Decimal('-132.132779'));A+;['http://www.gaines.com/', 'http://lynch-garcia.biz/', 'http://www.moore-wang.biz/', 'http://bennett.com/'];williamsjeffrey;Spencer Howard;M;"5817 Joseph Islands Apt. 103
Joshuastad, PW 32022";sodom@hotmail.com;1951-10-02;55;0;0;180;327;0;2;117;1;3.4;1;0;2;0
657;directeur des services pénitentiaires;Marques;1,4204E+14;"39, chemin de Loiseau
70648 Ferrand-sur-Mer";(Decimal('-41.2344605'), Decimal('-73.765809'));O-;['https://www.moulin.com/', 'http://delmas.com/', 'https://labbe.fr/'];oceane61;Monique Millet;F;"4, avenue de Leconte
62877 Saint Roger";arnaudjosette@voila.fr;1989-08-05;60;1;0;130;206;0;0;132;1;2.4;1;2;3;0
658;traffic manager;Jacquot;2,36024E+14;"7, avenue Bernard Barbier
20861 Hervé-la-Forêt";(Decimal('-16.785898'), Decimal('-40.680276'));O+;['http://gomes.org/', 'http://cohen.org/', 'http://pasquier.net/'];paulettenoel;Antoine Noël;M;"67, rue Gay
44740 Sainte LaureBourg";pmasson@ifrance.com;1931-08-30;42;1;3;148;244;0;0;178;0;0.8;2;2;2;1
659;Fisheries officer;Vohra, Dara and Dhillon;380-17-5177;"50/890
Dey Road, Bidhannagar-303538";(Decimal('-65.9530485'), Decimal('-47.660017'));AB+;['https://www.sampath.com/'];azadgill;Jayan Barad;M;"79/98, Rama Circle
Tadepalligudem-008575";aainachawla@yahoo.com;1930-04-04;65;0;2;155;269;0;1;148;0;0.8;2;0;2;1
660;ouvrier paysagiste;Aubert;1,14092E+14;"50, rue de Joubert
75264 Danielnec";(Decimal('-54.817654'), Decimal('108.152891'));B+;['https://lecomte.fr/', 'https://chauveau.org/'];charpentieralexandrie;Denise Lopes-Collin;F;"avenue Joubert
02133 Ferreiranec";bpicard@tiscali.fr;1954-05-07;35;0;0;138;183;0;1;182;0;1.4;2;0;2;1
661;ingénieur en électronique numérique;Pereira;2,84067E+14;"67, avenue Vaillant
42351 Andre-sur-Mer";(Decimal('36.1117485'), Decimal('160.416212'));B+;['https://www.bouvet.org/'];antoinette96;Christiane Gauthier;F;"rue Perez
91893 Raynaudboeuf";ipires@sfr.fr;1974-08-23;62;0;2;130;263;0;1;97;0;1.2;1;1;3;0
662;conducteur opérateur opératrice de scierie;Teixeira;2,11062E+14;"rue Marie Gros
59498 Blot";(Decimal('61.5206045'), Decimal('153.870130'));AB+;['https://guillot.net/', 'https://www.loiseau.fr/'];zpetitjean;Alphonse Grondin;M;"43, boulevard Charles Adam
46375 Duval-sur-Dumont";guy78@laposte.net;1921-04-10;68;0;2;120;211;0;0;115;0;1.5;1;0;2;1
664;ambulancier;Boulay;2,15093E+14;"16, chemin Xavier Pichon
93129 Didier";(Decimal('55.9722495'), Decimal('-122.741374'));A+;['http://bodin.fr/', 'http://www.gautier.net/', 'http://www.lejeune.com/', 'http://www.hebert.net/'];marionvictoire;Patrick Joly-Monnier;M;"99, rue Patrick Labbé
51192 Lebon";clairethomas@club-internet.fr;1912-06-05;65;0;0;150;225;0;0;114;0;1.0;1;3;3;0
665;Higher education lecturer;Wilkinson-Snyder;623-32-6880;"012 Ross Drive Apt. 563
New Robertburgh, SC 58489";(Decimal('-83.994435'), Decimal('-93.019597'));A+;['http://crawford-obrien.biz/', 'https://www.hodge-wilson.com/', 'https://www.freeman.biz/', 'http://bowman-moss.com/'];hconner;Ronald Martin;M;"258 Jenkins Alley
West Alex, NM 82156";millermichael@hotmail.com;1927-04-14;54;0;2;110;214;0;1;158;0;1.6;1;0;2;1
666;Producer, radio;Srinivas-Sem;428-64-0665;"39/159, Mandal Nagar
Kolhapur-470142";(Decimal('81.266321'), Decimal('8.592948'));O+;['https://www.vaidya-dhar.net/', 'https://chowdhury.com/', 'https://madan.com/'];dalianishith;Zeeshan Kalita;F;"80/50, Doctor Road
Nizamabad 788452";swamycharvi@hotmail.com;2011-12-31;40;1;3;140;199;0;1;178;1;1.4;2;0;3;1
667;Nature conservation officer;Bhatt-Maharaj;883-63-0806;16/023, Jha Ganj, Bally-709514;(Decimal('9.073538'), Decimal('-66.936215'));B-;['https://www.sharaf-dass.info/', 'http://dalal-hegde.org/', 'http://www.krishnan.com/', 'https://www.dar.org/'];ranbir12;Aarav Taneja;F;"536
Rege Street, Hazaribagh-861029";abram12@gmail.com;1937-02-14;43;1;0;120;177;0;0;120;1;2.5;1;0;3;0
668;ingénieur qualité moteur;Courtois Lemoine SA;2,51084E+14;"805, rue Leconte
69033 Lefèvre";(Decimal('42.7684955'), Decimal('174.792017'));AB+;['http://www.morin.com/', 'https://dupuy.fr/'];zoesamson;Adrienne-Valentine Fontaine;F;"1, chemin Rey
38876 Thierry-sur-Bernier";monique03@dbmail.com;1959-11-27;62;1;2;130;231;0;1;146;0;1.8;1;3;3;1
669;Fitness centre manager;Mcdaniel-Brown;367-90-6616;"371 Kimberly Corner Apt. 895
Duncanmouth, WV 75650";(Decimal('77.4338175'), Decimal('-61.684120'));O+;['https://www.welch.com/', 'http://www.harmon.com/', 'https://www.george-harrington.biz/'];rwood;Paul Daniel;M;"4501 Martin Inlet Apt. 629
Angelaberg, MN 61258";victoria22@yahoo.com;1977-04-19;64;0;0;130;303;0;1;122;0;2.0;1;2;2;1
670;Furniture designer;Robinson-Cook;545-38-8478;"32875 Crawford Plain
South Amandatown, MP 63289";(Decimal('-76.086376'), Decimal('-62.629449'));O+;['http://www.christensen.com/', 'https://www.dunn.com/', 'http://harris.net/'];nancy86;Kelly Brewer;F;"419 Medina Gardens Suite 986
Port William, PR 86559";kylerodriguez@yahoo.com;2001-12-18;60;1;0;130;253;0;1;144;1;1.4;2;1;3;0
671;Statistician;Raman, Mahajan and Thaker;817-52-5776;"39/41
Ratta Chowk, Bongaigaon 696215";(Decimal('23.4473245'), Decimal('149.025087'));O-;['http://www.tank-shroff.info/'];gokulbutala;Arhaan Sagar;M;"46/04, Zachariah Chowk
Nangloi Jat-738309";ghoseishita@gmail.com;2006-01-04;67;1;0;160;286;0;0;108;1;1.5;1;3;2;0
672;ingénieur hydroécologue;Gauthier;1,72058E+14;"rue Céline Chauvin
56231 Tanguy";(Decimal('-78.288569'), Decimal('147.790339'));AB-;['http://www.devaux.com/', 'https://www.merle.com/', 'http://courtois.org/'];celinepruvost;Patrick Guyot;M;"319, chemin de Lefort
98170 Saint Roland";honore19@live.com;1949-02-22;60;0;2;120;178;1;1;96;0;0.0;2;0;2;1
673;Fish farm manager;Flores-Johnson;474-18-7711;"9784 Hall Ferry Suite 434
Kellyfurt, DC 77537";(Decimal('-20.2625365'), Decimal('96.607109'));AB-;['https://cantrell.com/'];npittman;Joseph Taylor;M;"518 Green Glen Apt. 639
Port Kellybury, AS 18085";chaserogers@gmail.com;1978-12-24;46;1;2;150;231;0;1;147;0;3.6;1;0;2;0
674;ingénieur réservoir;Rocher S.A.S.;2,98124E+14;"8, boulevard Dumas
20874 Petitjeannec";(Decimal('65.090719'), Decimal('-156.453910'));A-;['http://www.lejeune.org/', 'https://www.riou.org/', 'http://foucher.net/', 'https://thibault.com/'];zblanc;Aimé Rocher-Lombard;M;"6, avenue de De Oliveira
07390 Perrin-la-Forêt";anais64@bouygtel.fr;1945-03-19;55;0;1;132;342;0;1;166;0;1.2;2;0;2;1
675;militaire technicien de l'air (MTA);Dijoux SA;1,33116E+14;"94, rue Jérôme Mace
42907 Chauvin-les-Bains";(Decimal('19.230012'), Decimal('-57.581181'));B-;['http://pinto.com/', 'http://leblanc.fr/'];etiennetecher;Stéphane-Paul Boyer;M;"98, avenue Bailly
68383 Pinto";simonemartineau@yahoo.fr;1985-11-24;74;0;1;120;269;0;0;121;1;0.2;2;1;2;1
676;Engineering geologist;Arora, Ramanathan and Tella;023-50-0654;349, Sarin Circle, Hyderabad-130081;(Decimal('-72.286395'), Decimal('85.715505'));AB+;['http://www.dhar.com/', 'https://kunda.com/'];kiaanshroff;Stuvan Bala;M;"H.No. 478
Saran Chowk, Bhind-898461";bhavinkhatri@hotmail.com;1990-04-26;59;1;3;160;273;0;0;125;0;0.0;2;0;2;0
677;Charity officer;Clark PLC;282-85-0473;"9681 Whitaker Harbors Apt. 724
Lake James, IA 63000";(Decimal('29.345395'), Decimal('-36.657761'));B-;['https://miller.com/', 'http://stewart-horne.net/', 'https://www.garcia-hodge.com/', 'http://www.martin-coleman.com/'];jaredramirez;Mark Johnson;M;"0752 Dan View Suite 048
West Eduardo, GU 14388";lauren97@gmail.com;1968-06-14;46;1;1;101;197;1;1;156;0;0.0;2;0;3;1
678;consultant green IT;Martineau Cousin S.A.R.L.;1,67109E+14;"58, chemin Jean
11404 Turpin";(Decimal('54.355965'), Decimal('125.584959'));B+;['https://delorme.fr/', 'http://jacquot.com/'];elodiemartin;Bernard Pichon;M;"800, chemin Cohen
15539 Pages";hoareaunoel@wanadoo.fr;1944-02-29;57;1;1;124;261;0;1;141;0;0.3;2;0;3;0
679;Retail manager;Smith, Reyes and Cole;099-17-5486;"6231 Joann Inlet Apt. 616
Carterfort, SC 70936";(Decimal('-89.789124'), Decimal('10.357585'));O-;['https://dennis.net/'];kmoore;Michael Morse;M;"353 Brooke Road Apt. 549
Marvinton, MD 53876";shannon83@hotmail.com;2006-02-08;44;1;2;130;233;0;1;179;1;0.4;2;0;2;1
680;consultant en informatique décisionnelle;Regnier Godard S.A.S.;2,70079E+14;"40, chemin Julie Jourdan
38831 Carlier";(Decimal('36.5637955'), Decimal('28.732082'));O-;['http://dumas.com/', 'http://mathieu.fr/', 'https://www.teixeira.fr/'];pboyer;Nicole-Zoé Guillon;F;"4, chemin André Peron
83167 Fernandes";cmaillard@tele2.fr;1980-11-28;41;0;1;130;204;0;0;172;0;1.4;2;0;2;1
681;développeur informatique;Pineau Chartier SA;1,98086E+14;"4, avenue Bonnin
38663 Mahe";(Decimal('73.862630'), Decimal('-100.732537'));O+;['http://www.pelletier.fr/', 'https://www.monnier.com/'];bertrand66;Louis Tanguy-Vallée;M;"rue Gros
89057 Jacquot";leconteclaude@laposte.net;2010-07-02;63;1;3;145;233;1;0;150;0;2.3;0;0;1;1
683;Trade union research officer;Tiwari, Gala and Lata;545-93-3735;"61/89
Koshy Circle, Bahraich-432839";(Decimal('-39.2209345'), Decimal('81.505200'));B+;['https://dhaliwal.com/', 'https://raj.com/', 'http://www.hari-mann.com/'];vivaankohli;Alisha Sangha;F;"97/190
Kala Road
Navi Mumbai 359907";dadaamira@yahoo.com;1910-04-06;53;1;0;142;226;0;0;111;1;0.0;2;0;3;1
684;chef de projet éolien;Vallée;1,63042E+14;"99, chemin Adrienne Martel
47299 Millet";(Decimal('56.482531'), Decimal('-177.887452'));AB-;['http://www.jacquot.com/', 'https://renaud.net/', 'http://www.clerc.net/'];vlemaitre;Guy de la Letellier;M;"853, boulevard de Roussel
50383 Fournier-sur-Mer";victor50@noos.fr;1994-03-03;37;0;2;120;215;0;1;170;0;0.0;2;0;2;1
686;ingénieur structures;Teixeira S.A.;1,18066E+14;"10, rue Noël
57471 Chrétien-sur-Hamon";(Decimal('-79.7936025'), Decimal('148.737442'));O+;['http://www.bonnet.fr/'];richardgabrielle;Alexandria Gimenez;F;"52, rue Le Gall
53042 Guyot";rbesnard@sfr.fr;1967-02-06;59;1;0;140;177;0;1;162;1;0.0;2;1;3;0
687;affûteur;Perez;1,66049E+14;"chemin Marguerite Fouquet
38690 Fouquet";(Decimal('-14.245500'), Decimal('-2.103205'));O-;['http://gros.org/', 'https://joly.fr/'];neveumichel;Margot Noël;F;"89, avenue de Jacob
99940 SauvageBourg";dleroy@yahoo.fr;1976-06-07;41;1;1;120;157;0;1;182;0;0.0;2;0;2;1
688;ingénieur en caractérisation des matériaux;Léger;2,74095E+14;"51, rue Marianne Leblanc
38943 CarreBourg";(Decimal('69.041592'), Decimal('83.175531'));B+;['https://www.gallet.com/', 'http://seguin.org/'];patrick80;Capucine Hernandez;F;"boulevard Imbert
41132 Saint Paul";lacroixchantal@sfr.fr;1919-01-25;62;1;1;120;281;0;0;103;0;1.4;1;1;3;0
689;Accountant, chartered management;Deo Ltd;483-63-2220;"03
Sule Nagar, Navi Mumbai-073845";(Decimal('55.4502105'), Decimal('29.109600'));AB+;['http://www.dhar.biz/', 'https://www.hari-kapadia.com/', 'https://www.savant.info/'];tripathireyansh;Raghav Tara;M;"165, Chopra Path
Mira-Bhayandar-734416";vritika26@gmail.com;1916-04-03;67;1;0;120;229;0;0;129;1;2.6;1;2;3;0
690;Education officer, environmental;Jones PLC;648-22-8764;"USS Rios
FPO AP 52558";(Decimal('43.1908435'), Decimal('-94.690767'));B+;['http://www.mitchell.net/', 'http://www.romero.net/', 'http://www.gonzalez.info/'];jeffery03;Kevin Raymond;M;"773 Christina Tunnel
Clarkhaven, FL 85237";bryancase@yahoo.com;1974-01-07;47;1;2;108;243;0;1;152;0;0.0;2;0;2;0
691;Geochemist;Kothari-Ravi;600-92-0658;"487
Borde Street
Belgaum-209135";(Decimal('82.423732'), Decimal('-51.339394'));AB-;['http://www.anand-dani.com/', 'https://varughese.com/'];amani48;Biju Chakraborty;M;"48
Hari Street
Morbi-250444";golaoorja@yahoo.com;1916-10-09;59;1;0;164;176;1;0;90;0;1.0;1;2;1;0
692;Geophysical data processor;Lewis, Taylor and Kennedy;093-36-0002;"8001 Freeman Loaf
South Julian, NH 08960";(Decimal('16.786989'), Decimal('-51.995735'));O-;['http://clark.com/'];jeffersonkathryn;Leonard Hood;M;"797 West River Suite 429
North Alisonburgh, WV 87101";saraelliott@gmail.com;1989-07-27;43;0;0;132;341;1;0;136;1;3.0;1;0;3;0
693;Estate agent;Chauhan Group;900-18-4536;"881
Sheth Zila, Bikaner-029684";(Decimal('41.297275'), Decimal('86.198064'));AB+;['http://sharaf.net/', 'http://www.atwal.com/', 'https://sekhon.com/'];nishithcontractor;Kashvi Sodhi;M;05/529, Swamy Zila, Vadodara-053312;zaina04@hotmail.com;1969-03-25;60;1;0;145;282;0;0;142;1;2.8;1;2;3;0
695;Acupuncturist;Goyal-Rattan;842-93-8131;"H.No. 14
Mangal
Jorhat 329633";(Decimal('-32.9906095'), Decimal('17.749591'));AB-;['https://www.rege-kala.com/', 'http://www.varughese-banik.org/'];settyivana;Lavanya Thakkar;F;"90/53
Srinivasan Marg
Thoothukudi-210672";tanyavala@yahoo.com;2015-10-01;57;1;0;130;131;0;1;115;1;1.2;1;1;3;0
696;ingénieur en caractérisation des matériaux;Besson Dos Santos et Fils;1,94072E+14;"rue Rémy Marchal
18255 Roche";(Decimal('5.884986'), Decimal('89.926190'));O-;['https://leclercq.com/', 'http://leclerc.fr/', 'https://www.guerin.fr/', 'https://www.renaud.fr/'];humbertmarcel;Antoinette Gautier;F;"80, rue de Lemaire
44985 Boutin";celinaboulay@bouygtel.fr;1949-10-01;41;1;1;110;235;0;1;153;0;0.0;2;0;2;1
697;Hospital doctor;Carey-Espinoza;205-04-0963;"Unit 3809 Box 7173
DPO AE 50249";(Decimal('-17.210258'), Decimal('-155.296731'));A-;['https://www.glover.biz/'];loganjones;Amber Phillips MD;F;"5840 Shannon Tunnel Suite 478
New Jeffreymouth, NM 80091";annecollins@hotmail.com;1928-12-30;59;0;0;174;249;0;1;143;1;0.0;1;0;2;0
